age,gender,split,final
40,M,01:35:14,03:19:51
31,W,01:36:05,03:19:51
42,M,01:35:33,03:19:51
49,M,01:33:44,03:19:52
31,W,01:31:39,03:19:53
42,M,01:35:56,03:19:54
36,M,01:36:48,03:19:54
47,M,01:34:50,03:19:55
26,M,01:38:15,03:19:56
47,M,01:37:23,03:19:56
35,M,01:34:33,03:19:56
52,M,01:35:03,03:19:56
27,M,01:32:46,03:19:58
42,M,01:33:39,03:19:59
41,M,01:35:54,03:20:00
40,W,01:37:12,03:20:00
40,M,01:29:40,03:20:01
40,M,01:36:18,03:20:03
46,M,01:37:12,03:20:04
39,M,01:36:55,03:20:04
45,M,01:35:38,03:20:05
45,M,01:36:10,03:20:05
37,M,01:30:44,03:20:05
23,M,01:41:21,03:20:07
31,M,01:38:38,03:20:07
47,M,01:31:59,03:20:08
48,M,01:32:32,03:20:08
45,M,01:34:03,03:20:08
42,M,01:36:15,03:20:08
35,W,01:37:06,03:20:09
26,W,01:38:07,03:20:09
44,M,01:36:02,03:20:09
51,M,01:32:15,03:20:10
30,M,01:37:21,03:20:10
38,W,01:34:33,03:20:10
28,M,01:30:10,03:20:10
47,M,01:31:33,03:20:10
28,M,01:31:26,03:20:11
40,M,01:30:51,03:20:12
39,M,01:33:19,03:20:12
31,M,01:34:11,03:20:13
54,M,01:36:45,03:20:13
37,W,01:37:33,03:20:13
31,M,01:36:38,03:20:14
35,M,01:34:38,03:20:17
43,M,01:38:42,03:20:17
40,M,01:30:29,03:20:18
46,M,01:38:17,03:20:18
42,M,01:34:17,03:20:18
38,W,01:34:31,03:20:18
30,M,01:38:02,03:20:18
41,M,01:46:11,03:20:19
39,M,01:40:04,03:20:20
29,M,01:36:35,03:20:20
50,M,01:36:44,03:20:20
53,M,01:29:29,03:20:20
28,M,01:31:55,03:20:20
54,M,01:36:02,03:20:20
34,M,01:33:47,03:20:21
41,M,01:31:52,03:20:21
37,M,01:32:42,03:20:22
39,M,01:35:59,03:20:22
29,M,01:39:09,03:20:22
49,M,01:34:50,03:20:22
35,M,01:39:04,03:20:23
40,W,01:32:36,03:20:23
40,M,01:35:39,03:20:23
34,M,01:36:12,03:20:24
28,M,01:34:05,03:20:24
32,M,01:25:18,03:20:25
30,W,01:38:35,03:20:26
38,M,01:30:09,03:20:27
41,M,01:36:30,03:20:27
38,W,01:41:29,03:20:27
51,M,01:32:14,03:20:28
30,M,01:27:42,03:20:28
22,W,01:36:51,03:20:28
38,M,01:26:15,03:20:29
45,W,01:38:02,03:20:29
40,W,01:36:14,03:20:29
40,M,01:37:06,03:20:30
49,M,01:29:04,03:20:31
56,M,01:34:16,03:20:33
56,M,01:39:54,03:20:33
25,W,01:34:08,03:20:33
43,M,01:28:03,03:20:33
43,M,01:38:32,03:20:34
48,M,01:36:04,03:20:34
50,M,01:33:50,03:20:35
31,W,01:35:18,03:20:36
40,M,01:31:09,03:20:36
28,W,01:38:16,03:20:37
46,M,01:39:19,03:20:37
41,W,01:36:58,03:20:38
47,M,01:27:15,03:20:38
30,W,01:40:59,03:20:38
48,M,01:39:42,03:20:39
27,M,01:37:34,03:20:39
43,M,01:33:42,03:20:41
28,W,01:35:41,03:20:41
29,M,01:34:42,03:20:41
50,M,01:38:06,03:20:42
25,M,01:33:53,03:20:43
51,M,01:37:36,03:20:43
44,M,01:40:44,03:20:43
51,M,01:37:44,03:20:43
45,M,01:37:13,03:20:43
41,M,01:35:58,03:20:44
43,M,01:37:43,03:20:44
34,M,01:30:26,03:20:44
47,M,01:35:38,03:20:45
23,W,01:38:09,03:20:45
52,M,01:31:01,03:20:45
51,M,01:35:29,03:20:46
41,M,01:38:33,03:20:46
57,M,01:37:23,03:20:46
43,M,01:40:51,03:20:47
33,M,01:31:10,03:20:48
25,M,01:31:02,03:20:48
31,M,01:32:48,03:20:49
34,M,01:31:43,03:20:49
48,M,01:36:45,03:20:51
37,M,01:27:49,03:20:51
43,M,01:33:07,03:20:52
37,M,01:32:47,03:20:52
48,M,01:35:43,03:20:53
39,M,01:36:56,03:20:53
34,M,01:35:00,03:20:53
37,W,01:38:27,03:20:56
34,M,01:35:14,03:20:56
39,W,01:37:56,03:20:58
26,M,01:35:23,03:20:59
37,M,01:35:40,03:21:00
53,W,01:38:38,03:21:01
25,M,01:29:11,03:21:01
52,M,01:39:54,03:21:01
56,M,01:32:35,03:21:01
44,M,01:35:31,03:21:02
24,M,01:36:04,03:21:02
52,M,01:36:54,03:21:03
41,M,01:33:58,03:21:04
44,M,01:35:49,03:21:04
33,M,01:38:26,03:21:05
33,M,01:37:22,03:21:05
40,M,01:35:08,03:21:05
35,M,01:28:39,03:21:06
42,W,01:37:19,03:21:07
38,M,01:39:29,03:21:08
24,M,01:34:16,03:21:08
43,W,01:38:07,03:21:08
45,M,01:24:06,03:21:08
52,M,01:37:07,03:21:09
35,M,01:33:14,03:21:09
33,W,01:37:00,03:21:09
38,W,01:37:45,03:21:09
41,M,01:37:31,03:21:10
37,M,01:37:53,03:21:10
55,M,01:35:14,03:21:10
31,M,01:37:59,03:21:10
40,M,01:32:22,03:21:11
27,W,01:34:30,03:21:13
40,W,01:33:45,03:21:13
31,W,01:37:04,03:21:14
26,M,01:34:48,03:21:16
32,W,01:37:00,03:21:16
39,W,01:36:14,03:21:16
34,W,01:37:00,03:21:16
47,M,01:36:06,03:21:17
30,W,01:38:48,03:21:17
39,M,01:38:50,03:21:18
42,M,01:34:37,03:21:19
53,M,01:40:12,03:21:20
38,M,01:35:36,03:21:20
39,M,01:30:23,03:21:20
45,M,01:34:48,03:21:21
51,M,01:38:22,03:21:22
19,M,01:34:32,03:21:22
49,M,01:35:30,03:21:23
33,W,01:35:25,03:21:23
42,M,01:35:51,03:21:23
26,W,01:40:16,03:21:24
34,W,01:35:06,03:21:25
41,M,01:38:35,03:21:25
29,M,01:31:05,03:21:25
22,M,01:32:52,03:21:25
39,M,01:33:31,03:21:26
35,M,01:37:38,03:21:26
56,M,01:41:19,03:21:26
50,M,01:33:31,03:21:26
36,M,01:35:38,03:21:27
49,M,01:38:15,03:21:27
32,M,01:29:50,03:21:30
56,M,01:37:58,03:21:31
45,M,01:35:54,03:21:31
24,W,01:34:05,03:21:32
43,M,01:36:54,03:21:33
52,M,01:36:46,03:21:35
40,M,01:34:05,03:21:36
55,M,01:36:38,03:21:37
48,M,01:36:57,03:21:37
43,M,01:28:32,03:21:37
34,M,01:33:25,03:21:37
42,M,01:35:32,03:21:38
44,M,01:32:36,03:21:38
50,M,01:36:24,03:21:39
54,M,01:38:13,03:21:40
41,M,01:36:30,03:21:41
35,W,01:40:03,03:21:41
43,W,01:35:28,03:21:43
44,M,01:38:35,03:21:44
56,M,01:38:24,03:21:44
40,W,01:36:59,03:21:44
26,M,01:36:11,03:21:46
45,M,01:35:36,03:21:46
52,M,01:39:18,03:21:46
49,M,01:37:37,03:21:47
49,W,01:36:06,03:21:48
24,W,01:37:48,03:21:48
32,M,01:35:30,03:21:48
41,M,01:32:38,03:21:48
35,M,01:39:17,03:21:49
52,M,01:40:13,03:21:49
50,M,01:38:32,03:21:49
47,M,01:33:01,03:21:49
46,W,01:39:41,03:21:50
52,M,01:39:02,03:21:50
60,M,01:38:16,03:21:51
33,W,01:36:24,03:21:51
60,M,01:40:54,03:21:51
36,M,01:32:58,03:21:51
45,W,01:40:09,03:21:51
44,M,01:37:29,03:21:51
35,W,01:36:46,03:21:52
52,M,01:34:55,03:21:53
39,M,01:41:02,03:21:53
43,M,01:33:27,03:21:53
39,M,01:39:29,03:21:54
45,M,01:34:48,03:21:54
35,W,01:36:36,03:21:56
40,M,01:37:24,03:21:56
36,W,01:39:53,03:21:56
29,M,01:37:29,03:21:57
49,M,01:31:34,03:22:01
45,M,01:36:36,03:22:02
47,M,01:35:10,03:22:02
48,M,01:33:35,03:22:03
42,M,01:26:27,03:22:03
46,M,01:40:31,03:22:04
53,M,01:35:31,03:22:04
42,M,01:34:02,03:22:04
55,M,01:38:04,03:22:05
32,W,01:37:29,03:22:06
43,W,01:32:31,03:22:07
48,M,01:42:32,03:22:07
46,M,01:36:04,03:22:09
26,M,01:37:51,03:22:12
32,M,01:35:31,03:22:13
45,M,01:25:32,03:22:13
40,M,01:40:57,03:22:14
35,M,01:31:09,03:22:14
37,W,01:36:30,03:22:15
25,W,01:39:26,03:22:18
31,M,01:34:08,03:22:18
42,M,01:37:37,03:22:20
39,M,01:36:44,03:22:20
27,W,01:38:42,03:22:20
41,M,01:39:47,03:22:20
42,M,01:36:05,03:22:21
45,M,01:33:10,03:22:21
47,M,01:38:44,03:22:22
35,W,01:38:11,03:22:22
44,M,01:37:27,03:22:23
27,M,01:36:30,03:22:23
31,W,01:36:12,03:22:24
44,W,01:36:37,03:22:25
34,W,01:34:51,03:22:26
43,W,01:39:43,03:22:28
30,W,01:41:39,03:22:29
30,M,01:36:58,03:22:29
39,M,01:27:56,03:22:29
45,M,01:35:44,03:22:30
43,M,01:37:10,03:22:31
42,M,01:35:03,03:22:31
41,M,01:38:42,03:22:31
57,M,01:39:14,03:22:32
55,M,01:38:38,03:22:33
41,W,01:38:29,03:22:34
27,M,01:35:37,03:22:35
38,M,01:43:53,03:22:35
28,W,01:34:22,03:22:37
40,M,01:34:37,03:22:37
51,M,01:38:28,03:22:38
53,M,01:36:16,03:22:38
33,W,01:31:33,03:22:38
35,M,01:35:14,03:22:39
39,M,01:33:29,03:22:40
33,M,01:35:31,03:22:40
51,M,01:36:54,03:22:41
25,M,01:39:43,03:22:41
36,M,01:34:08,03:22:41
26,M,01:32:45,03:22:41
39,M,01:40:45,03:22:41
51,M,01:39:17,03:22:42
50,M,01:36:44,03:22:42
62,M,01:32:58,03:22:42
31,M,01:36:54,03:22:43
40,M,01:34:51,03:22:43
45,M,01:36:02,03:22:44
40,M,01:39:29,03:22:45
37,M,01:28:54,03:22:46
39,M,01:39:03,03:22:46
51,M,01:39:35,03:22:47
47,W,01:37:30,03:22:48
49,M,01:30:08,03:22:48
49,M,01:29:54,03:22:48
41,M,01:31:39,03:22:48
34,W,01:37:36,03:22:48
58,M,01:37:29,03:22:49
24,M,01:29:40,03:22:49
42,W,01:38:48,03:22:49
29,M,01:39:33,03:22:49
49,M,01:37:20,03:22:50
41,M,01:27:46,03:22:50
27,M,01:38:40,03:22:51
31,M,01:34:50,03:22:52
30,M,01:34:23,03:22:52
52,M,01:38:43,03:22:52
30,M,01:37:49,03:22:53
42,M,01:33:13,03:22:53
61,M,01:35:38,03:22:54
24,M,01:33:20,03:22:54
38,M,01:26:05,03:22:54
28,M,01:26:57,03:22:54
37,M,01:35:42,03:22:54
29,M,01:37:49,03:22:54
47,M,01:32:37,03:22:55
40,M,01:37:38,03:22:55
39,M,01:32:34,03:22:56
42,W,01:34:59,03:22:56
35,M,01:40:43,03:22:56
40,M,01:34:02,03:22:56
48,W,01:37:48,03:22:56
39,M,01:37:30,03:22:57
46,M,01:37:04,03:22:57
52,M,01:38:55,03:22:57
33,M,01:38:39,03:22:59
39,M,01:39:27,03:22:59
28,M,01:35:25,03:22:59
37,W,01:33:23,03:23:01
50,M,01:39:26,03:23:02
40,M,01:38:38,03:23:02
52,M,01:37:05,03:23:03
47,M,01:41:27,03:23:03
39,W,01:40:29,03:23:04
44,W,01:39:21,03:23:05
41,M,01:35:40,03:23:05
26,W,01:36:59,03:23:06
39,W,01:39:16,03:23:07
43,M,01:36:36,03:23:07
27,W,01:40:01,03:23:08
44,M,01:39:08,03:23:08
26,M,01:33:39,03:23:08
42,M,01:34:28,03:23:08
26,M,01:32:34,03:23:09
35,M,01:38:26,03:23:09
49,M,01:38:14,03:23:10
46,W,01:38:46,03:23:10
45,M,01:40:42,03:23:11
38,M,01:36:32,03:23:11
50,M,01:37:51,03:23:13
32,M,01:36:07,03:23:14
36,M,01:32:41,03:23:14
38,W,01:39:25,03:23:15
33,M,01:35:49,03:23:15
49,M,01:39:09,03:23:15
46,M,01:39:43,03:23:15
45,W,01:34:13,03:23:15
43,M,01:35:27,03:23:17
40,M,01:31:46,03:23:19
27,M,01:34:17,03:23:19
28,M,01:42:54,03:23:20
42,M,01:36:42,03:23:20
38,M,01:36:22,03:23:21
50,M,01:39:05,03:23:21
33,M,01:36:43,03:23:21
61,M,01:39:00,03:23:22
37,M,01:36:46,03:23:22
47,M,01:38:42,03:23:22
39,M,01:18:45,03:23:23
36,M,01:39:24,03:23:23
46,M,01:39:21,03:23:23
43,W,01:38:58,03:23:23
39,M,01:36:06,03:23:24
46,M,01:39:18,03:23:24
24,M,01:38:43,03:23:25
34,M,01:37:50,03:23:25
26,M,01:41:28,03:23:26
26,M,01:35:49,03:23:26
38,M,01:38:19,03:23:27
49,M,01:32:09,03:23:27
50,M,01:38:30,03:23:28
50,M,01:39:27,03:23:30
39,M,01:37:42,03:23:30
52,M,01:39:04,03:23:31
45,M,01:34:31,03:23:31
29,M,01:36:10,03:23:31
39,M,01:37:18,03:23:32
25,M,01:33:20,03:23:32
36,M,01:36:15,03:23:32
41,M,01:35:57,03:23:33
39,M,01:38:22,03:23:33
24,W,01:39:36,03:23:33
23,W,01:40:40,03:23:33
23,W,01:35:00,03:23:33
40,W,01:37:01,03:23:33
36,M,01:34:51,03:23:34
39,W,01:39:01,03:23:35
55,M,01:32:44,03:23:36
30,M,01:38:27,03:23:36
51,M,01:39:51,03:23:36
37,M,01:30:15,03:23:36
46,M,01:38:31,03:23:37
22,M,01:28:50,03:23:37
56,M,01:36:17,03:23:37
33,M,01:33:03,03:23:40
29,M,01:33:22,03:23:40
56,M,01:39:56,03:23:41
35,M,01:36:55,03:23:41
42,M,01:28:11,03:23:41
53,M,01:31:14,03:23:42
39,M,01:27:05,03:23:42
30,M,01:42:38,03:23:43
43,W,01:35:53,03:23:44
52,M,01:36:59,03:23:45
29,M,01:36:35,03:23:46
31,M,01:36:03,03:23:46
49,M,01:32:11,03:23:47
43,W,01:36:14,03:23:47
43,M,01:31:28,03:23:47
31,M,01:34:11,03:23:47
47,M,01:32:30,03:23:48
38,W,01:36:29,03:23:48
54,M,01:38:37,03:23:48
41,M,01:41:21,03:23:49
51,M,01:37:07,03:23:49
46,M,01:36:37,03:23:49
28,M,01:32:37,03:23:49
58,M,01:39:25,03:23:49
36,M,01:37:08,03:23:50
44,M,01:35:20,03:23:50
40,M,01:35:46,03:23:50
26,M,01:38:54,03:23:51
41,M,01:36:40,03:23:53
34,M,01:41:04,03:23:54
50,M,01:37:17,03:23:55
44,M,01:32:47,03:23:55
46,M,01:35:33,03:23:57
53,M,01:40:06,03:23:57
51,M,01:39:29,03:23:58
59,M,01:37:20,03:23:58
48,M,01:40:23,03:23:59
39,M,01:38:59,03:23:59
35,M,01:40:38,03:23:59
39,M,01:35:15,03:23:59
43,W,01:38:20,03:24:00
51,M,01:37:02,03:24:00
36,M,01:36:22,03:24:00
27,W,01:37:25,03:24:00
36,W,01:37:36,03:24:00
50,M,01:36:03,03:24:00
43,W,01:35:29,03:24:02
44,M,01:37:24,03:24:02
24,M,01:29:43,03:24:02
41,M,01:35:40,03:24:03
67,M,01:39:27,03:24:03
42,M,01:30:59,03:24:04
30,M,01:32:54,03:24:04
47,M,01:40:05,03:24:04
27,M,01:27:10,03:24:05
35,M,01:39:05,03:24:05
46,M,01:36:29,03:24:06
33,M,01:33:35,03:24:07
30,W,01:41:45,03:24:07
37,M,01:29:57,03:24:07
45,M,01:40:27,03:24:08
28,M,01:36:27,03:24:08
51,M,01:36:09,03:24:08
49,M,01:38:18,03:24:08
52,M,01:41:07,03:24:08
32,M,01:37:29,03:24:09
32,W,01:38:42,03:24:10
58,M,01:37:05,03:24:10
60,M,01:36:10,03:24:11
35,W,01:36:07,03:24:11
23,W,01:40:35,03:24:11
44,W,01:35:51,03:24:12
41,M,01:38:21,03:24:13
34,M,01:39:52,03:24:13
42,W,01:38:52,03:24:14
49,M,01:30:40,03:24:14
49,M,01:36:10,03:24:14
39,M,01:35:39,03:24:14
45,W,01:36:34,03:24:14
31,M,01:27:29,03:24:15
38,M,01:29:43,03:24:15
46,M,01:35:25,03:24:16
43,M,01:36:27,03:24:17
57,M,01:41:04,03:24:18
37,W,01:38:26,03:24:19
33,W,01:36:19,03:24:20
49,M,01:34:19,03:24:21
46,M,01:36:20,03:24:21
43,M,01:36:36,03:24:21
34,M,01:31:37,03:24:22
43,M,01:32:50,03:24:22
33,M,01:30:28,03:24:22
33,M,01:37:41,03:24:22
29,M,01:32:59,03:24:23
50,M,01:39:16,03:24:24
29,M,01:27:43,03:24:24
30,W,01:37:02,03:24:25
27,M,01:32:15,03:24:25
43,M,01:39:46,03:24:26
40,M,01:38:23,03:24:27
52,M,01:31:58,03:24:28
28,M,01:37:11,03:24:28
31,M,01:39:59,03:24:28
54,M,01:40:12,03:24:29
47,M,01:30:09,03:24:29
32,M,01:38:34,03:24:30
42,M,01:36:47,03:24:30
48,M,01:40:58,03:24:30
41,M,01:38:23,03:24:30
45,W,01:38:14,03:24:31
48,M,01:28:03,03:24:32
39,W,01:38:14,03:24:32
41,W,01:37:48,03:24:32
26,M,01:35:34,03:24:32
42,M,01:35:11,03:24:32
31,M,01:37:30,03:24:33
52,M,01:38:48,03:24:34
47,M,01:33:39,03:24:34
34,M,01:38:15,03:24:34
55,M,01:40:14,03:24:34
52,M,01:37:49,03:24:35
41,W,01:37:49,03:24:35
53,M,01:39:42,03:24:36
45,M,01:34:18,03:24:36
44,M,01:26:39,03:24:37
24,M,01:39:50,03:24:37
31,W,01:43:49,03:24:38
38,W,01:43:12,03:24:38
28,M,01:28:31,03:24:39
28,M,01:36:52,03:24:39
57,M,01:39:39,03:24:40
49,M,01:39:43,03:24:41
21,M,01:30:16,03:24:41
42,M,01:37:43,03:24:42
32,M,01:33:13,03:24:42
39,M,01:42:13,03:24:42
34,M,01:43:32,03:24:44
30,M,01:36:03,03:24:44
42,M,01:31:35,03:24:45
43,W,01:40:45,03:24:45
49,M,01:41:20,03:24:46
51,M,01:36:52,03:24:47
42,M,01:37:41,03:24:47
41,M,01:36:25,03:24:47
31,M,01:41:50,03:24:48
41,M,01:39:25,03:24:48
45,M,01:33:17,03:24:49
33,W,01:35:11,03:24:49
43,W,01:32:45,03:24:49
30,M,01:28:25,03:24:49
34,M,01:35:36,03:24:49
54,M,01:38:54,03:24:49
36,M,01:41:18,03:24:50
43,W,01:38:22,03:24:51
38,M,01:29:23,03:24:51
62,M,01:37:41,03:24:51
48,M,01:31:14,03:24:52
58,M,01:38:41,03:24:52
38,M,01:38:54,03:24:53
54,M,01:38:05,03:24:54
48,M,01:39:49,03:24:54
53,M,01:36:54,03:24:54
26,M,01:35:18,03:24:54
59,M,01:40:04,03:24:55
34,W,01:37:08,03:24:55
37,M,01:37:05,03:24:55
46,M,01:38:29,03:24:56
45,M,01:37:04,03:24:56
27,M,01:39:17,03:24:56
50,M,01:38:45,03:24:57
47,W,01:34:49,03:24:57
52,M,01:40:02,03:24:57
49,M,01:39:21,03:24:58
32,W,01:39:18,03:24:58
27,M,01:30:49,03:24:58
49,W,01:36:17,03:24:58
24,M,01:36:40,03:24:59
48,M,01:40:04,03:25:00
54,M,01:40:56,03:25:00
52,M,01:39:41,03:25:01
42,M,01:37:33,03:25:01
30,W,01:35:26,03:25:01
47,M,01:39:13,03:25:01
36,M,01:42:27,03:25:02
35,M,01:39:10,03:25:03
36,M,01:39:26,03:25:03
48,W,01:39:35,03:25:03
56,M,01:40:14,03:25:04
32,M,01:39:08,03:25:04
33,M,01:23:38,03:25:05
39,M,01:38:44,03:25:05
38,M,01:29:06,03:25:05
50,M,01:36:33,03:25:07
40,W,01:40:20,03:25:07
44,M,01:33:17,03:25:08
60,M,01:39:26,03:25:08
41,M,01:38:24,03:25:08
26,W,01:37:38,03:25:08
46,M,01:32:32,03:25:09
38,M,01:42:08,03:25:09
47,M,01:36:27,03:25:10
34,M,01:30:12,03:25:10
25,W,01:38:08,03:25:10
22,M,01:35:09,03:25:10
32,W,01:32:18,03:25:12
44,W,01:37:55,03:25:12
33,W,01:39:39,03:25:13
38,M,01:33:35,03:25:14
44,M,01:38:56,03:25:14
34,W,01:38:22,03:25:14
41,W,01:40:22,03:25:15
42,M,01:40:44,03:25:15
51,M,01:43:53,03:25:15
37,M,01:33:29,03:25:15
53,M,01:34:42,03:25:16
39,M,01:37:41,03:25:16
32,M,01:26:02,03:25:16
22,M,01:39:35,03:25:16
57,M,01:41:26,03:25:16
36,M,01:39:31,03:25:17
48,M,01:40:11,03:25:17
45,M,01:30:33,03:25:17
38,M,01:40:31,03:25:17
29,M,01:36:51,03:25:18
26,M,01:37:25,03:25:18
60,M,01:34:33,03:25:18
41,M,01:37:29,03:25:19
42,W,01:34:46,03:25:19
32,M,01:41:36,03:25:19
46,M,01:31:24,03:25:19
30,M,01:29:51,03:25:20
45,M,01:29:14,03:25:20
39,M,01:28:49,03:25:20
42,M,01:35:50,03:25:21
48,M,01:39:18,03:25:21
51,W,01:39:43,03:25:22
33,M,01:40:57,03:25:22
40,M,01:35:04,03:25:22
42,M,01:41:24,03:25:23
37,M,01:38:43,03:25:24
32,M,01:33:34,03:25:24
59,M,01:35:39,03:25:24
42,M,01:38:31,03:25:24
36,M,01:38:45,03:25:24
32,M,01:37:41,03:25:25
31,M,01:32:09,03:25:25
33,M,01:31:06,03:25:25
67,M,01:34:49,03:25:26
47,M,01:38:11,03:25:26
37,M,01:32:56,03:25:26
44,M,01:37:40,03:25:26
40,M,01:35:51,03:25:27
30,M,01:39:57,03:25:27
33,M,01:40:30,03:25:28
45,M,01:37:36,03:25:28
34,M,01:43:22,03:25:28
36,M,01:33:04,03:25:28
38,M,01:37:07,03:25:28
38,M,01:42:00,03:25:28
27,M,01:40:22,03:25:29
38,W,01:39:16,03:25:29
39,M,01:41:36,03:25:29
44,M,01:37:06,03:25:29
32,M,01:40:11,03:25:30
36,M,01:37:46,03:25:30
36,M,01:40:23,03:25:30
46,M,01:40:14,03:25:32
41,M,01:32:54,03:25:32
50,M,01:35:27,03:25:32
41,M,01:34:12,03:25:33
34,M,01:31:49,03:25:34
37,M,01:38:54,03:25:34
40,W,01:38:14,03:25:34
43,M,01:36:19,03:25:34
24,M,01:35:49,03:25:34
38,M,01:40:10,03:25:35
28,M,01:39:08,03:25:35
34,M,01:27:22,03:25:36
53,M,01:34:27,03:25:36
38,M,01:38:44,03:25:37
29,M,01:35:08,03:25:38
55,M,01:35:07,03:25:38
50,M,01:37:39,03:25:39
46,M,01:31:56,03:25:39
27,W,01:38:39,03:25:39
53,M,01:38:25,03:25:40
33,M,01:38:30,03:25:40
35,M,01:30:55,03:25:40
53,M,01:38:34,03:25:41
45,W,01:39:21,03:25:42
46,M,01:38:05,03:25:42
37,W,01:40:38,03:25:42
48,W,01:39:32,03:25:43
39,W,01:40:26,03:25:43
22,M,01:33:06,03:25:43
30,M,01:35:14,03:25:43
39,M,01:39:48,03:25:43
39,W,01:39:01,03:25:44
28,W,01:36:31,03:25:45
54,W,01:41:19,03:25:45
61,M,01:38:31,03:25:45
30,W,01:38:00,03:25:45
33,M,01:38:12,03:25:45
29,M,01:31:44,03:25:46
42,M,01:34:51,03:25:46
48,M,01:35:07,03:25:46
24,W,01:40:25,03:25:46
35,M,01:35:21,03:25:46
33,W,01:40:09,03:25:47
42,M,01:35:39,03:25:47
23,M,01:36:42,03:25:48
35,W,01:37:16,03:25:48
37,M,01:41:00,03:25:49
65,M,01:39:33,03:25:49
37,M,01:39:47,03:25:51
37,M,01:36:24,03:25:52
52,M,01:34:16,03:25:52
27,W,01:35:28,03:25:52
37,M,01:35:35,03:25:53
44,M,01:37:56,03:25:54
46,M,01:39:01,03:25:54
24,W,01:29:22,03:25:55
36,W,01:36:11,03:25:55
32,M,01:41:55,03:25:55
48,M,01:42:02,03:25:56
36,M,01:33:00,03:25:57
28,W,01:36:04,03:25:58
34,M,01:38:59,03:25:58
42,M,01:35:13,03:25:58
32,M,01:34:56,03:25:58
33,M,01:39:39,03:25:59
61,W,01:36:55,03:25:59
34,W,01:37:51,03:25:59
54,M,01:30:32,03:25:59
25,M,01:36:54,03:25:59
37,M,01:34:29,03:25:59
52,M,01:37:30,03:26:00
45,M,01:41:03,03:26:01
40,M,01:37:26,03:26:01
33,M,01:33:12,03:26:02
60,M,01:35:21,03:26:02
61,M,01:34:05,03:26:02
36,M,01:39:03,03:26:02
48,M,01:28:48,03:26:02
39,M,01:38:36,03:26:02
26,M,01:24:17,03:26:02
39,M,01:36:49,03:26:03
53,M,01:35:28,03:26:03
42,W,01:38:53,03:26:03
44,W,01:33:06,03:26:03
39,M,01:29:51,03:26:03
26,W,01:40:23,03:26:05
50,M,01:37:36,03:26:06
39,M,01:41:16,03:26:07
45,M,01:35:53,03:26:07
39,W,01:42:18,03:26:07
28,M,01:35:57,03:26:08
50,M,01:39:12,03:26:08
30,M,01:41:30,03:26:08
30,M,01:38:08,03:26:09
48,W,01:40:33,03:26:09
44,M,01:38:27,03:26:09
61,M,01:35:03,03:26:10
31,M,01:41:57,03:26:10
38,M,01:32:50,03:26:10
49,M,01:37:03,03:26:10
41,M,01:35:29,03:26:10
39,M,01:37:52,03:26:10
23,M,01:34:11,03:26:11
51,M,01:36:43,03:26:11
47,W,01:40:30,03:26:11
42,M,01:35:14,03:26:11
43,M,01:37:14,03:26:11
27,M,01:33:43,03:26:11
48,M,01:36:49,03:26:12
37,M,01:28:02,03:26:12
34,M,01:41:19,03:26:13
46,M,01:44:31,03:26:13
51,M,01:39:02,03:26:13
40,M,01:35:21,03:26:13
36,M,01:37:49,03:26:13
35,M,01:33:50,03:26:13
45,W,01:40:19,03:26:14
41,W,01:39:41,03:26:14
34,M,01:38:06,03:26:14
39,W,01:40:10,03:26:15
59,M,01:34:55,03:26:15
43,M,01:31:31,03:26:15
40,M,01:40:24,03:26:15
28,M,01:34:54,03:26:15
47,M,01:41:23,03:26:15
38,M,01:27:00,03:26:15
38,M,01:41:18,03:26:15
45,M,01:32:18,03:26:17
57,M,01:41:47,03:26:18
30,W,01:44:19,03:26:19
48,M,01:39:08,03:26:20
45,M,01:41:52,03:26:20
46,M,01:39:57,03:26:20
23,W,01:36:16,03:26:21
46,M,01:38:14,03:26:21
33,M,01:39:48,03:26:22
45,W,01:40:08,03:26:22
45,M,01:27:25,03:26:22
37,M,01:35:57,03:26:23
48,W,01:37:18,03:26:23
40,M,01:36:52,03:26:24
48,M,01:30:54,03:26:24
52,M,01:38:20,03:26:24
56,M,01:31:59,03:26:26
45,M,01:42:34,03:26:27
46,M,01:37:28,03:26:27
36,M,01:32:27,03:26:27
40,W,01:40:11,03:26:28
47,M,01:44:17,03:26:28
47,M,01:36:01,03:26:28
33,W,01:37:31,03:26:29
46,W,01:39:34,03:26:30
38,M,01:37:28,03:26:30
28,M,01:41:30,03:26:31
36,W,01:42:59,03:26:31
58,M,01:40:32,03:26:31
40,M,01:37:23,03:26:31
53,M,01:35:54,03:26:33
40,W,01:41:34,03:26:34
52,M,01:37:31,03:26:35
35,W,01:39:02,03:26:35
35,M,01:26:38,03:26:35
60,M,01:37:56,03:26:36
33,M,01:44:45,03:26:37
39,M,01:36:08,03:26:37
39,M,01:35:40,03:26:39
28,M,01:37:20,03:26:39
32,M,01:26:05,03:26:39
33,M,01:41:01,03:26:40
30,M,01:25:55,03:26:41
40,W,01:35:17,03:26:41
33,M,01:37:26,03:26:42
60,M,01:34:24,03:26:42
46,M,01:41:21,03:26:42
42,M,01:36:32,03:26:43
28,M,01:43:37,03:26:43
28,M,01:33:22,03:26:43
52,M,01:37:07,03:26:43
27,W,01:42:13,03:26:45
50,M,01:37:10,03:26:45
42,M,01:42:31,03:26:45
43,M,01:39:26,03:26:45
25,W,01:37:25,03:26:45
35,M,01:37:35,03:26:45
